Loan_ID,Customer_ID,Loan_Amount,Interest_Rate,Loan_Term,Loan_Status,Loan_Start_Date,Loan_Type,Property_Value,Down_Payment
22436,26678,185872,8.17,25,Active,2022-03-19,Variable,445653,85886
22437,11455,98868,2.93,15,Active,2021-09-13,Fixed,518907,62507
22438,26663,404733,6.23,20,Closed,2023-12-16,Variable,555079,94171
22439,24313,223561,6.02,15,Active,2019-10-14,Variable,104887,18213
22440,9954,330942,2.81,25,Active,2019-08-29,Fixed,172592,72539
22441,1335,85461,6.74,20,Active,2024-06-18,Variable,395598,35153
22442,28383,149960,5.08,25,Active,2024-02-28,Fixed,590815,62616
22443,21774,489452,6.09,25,Active,2022-12-22,Fixed,726532,25916
22444,11691,114306,9.91,30,Active,2023-03-06,Variable,570994,41084
22445,14031,317110,9.47,20,Active,2020-07-22,Fixed,168332,69220
22446,41893,247159,4.03,25,Defaulted,2024-03-15,Variable,593526,85594
22447,11237,307167,8.01,15,Active,2022-04-09,Variable,620116,57141
22448,2607,245541,6.7,20,Active,2022-11-10,Fixed,479594,54796
22449,11665,432574,8.74,25,Active,2019-10-30,Fixed,458040,6988
22450,14408,490771,2.94,30,Closed,2024-03-22,Variable,450146,66290
22451,47512,360549,9.91,25,Active,2021-05-09,Variable,136865,22289
22452,47393,204989,10.49,30,Active,2021-11-22,Fixed,106343,36603
22453,46737,487225,3.17,25,Active,2019-01-07,Fixed,267634,58275
22454,49500,413748,4.24,25,Active,2022-12-12,Variable,535681,36235
22455,8217,209302,3.35,25,Active,2020-09-03,Variable,513312,79947
22456,39749,140324,5.18,25,Closed,2024-06-17,Fixed,387147,8650
22457,35992,428261,6.35,20,Active,2022-01-03,Variable,273257,19036
22458,14732,409964,5.17,20,Defaulted,2024-10-07,Variable,536280,87439
22459,2064,149514,4.23,15,Active,2020-04-23,Fixed,263341,81096
22460,20878,387100,3.89,25,Defaulted,2023-09-07,Fixed,148431,74556
22461,36621,427400,8.78,25,Active,2025-02-17,Variable,320157,23043
22462,11181,,4.81,25,Closed,2023-09-02,Fixed,572483,21682
22463,40640,278627,9.05,15,Active,2019-10-27,Variable,595847,75898
22464,19036,403737,9.83,20,Active,2020-03-29,Variable,329254,53897
22465,1616,71111,4.55,20,Active,2022-05-21,Variable,799896,38729
22466,4358,221314,10.16,20,Defaulted,2023-07-30,Fixed,740139,38213
22467,28651,442952,7.2,25,Active,2019-11-26,Variable,712056,62046
22468,28660,419164,2.6,30,Active,2022-02-28,Variable,258873,95246
22469,28091,60124,3.75,25,Active,2021-06-28,Fixed,326167,51353
22470,19243,156988,10.18,30,Active,2022-08-11,Variable,164333,83649
22471,31041,396491,3.76,15,Closed,2024-04-21,Variable,359528,86644
22472,38368,496367,5.56,20,Active,2022-08-13,Fixed,793354,88655
22473,29597,468371,4.93,20,Active,2022-02-28,Variable,586997,57786
22474,9768,205685,9.01,25,Closed,2023-11-05,Variable,785373,29382
22475,30925,469520,7.6,15,Active,2025-02-03,Fixed,348568,71066
22476,23038,227362,9.72,25,Defaulted,2023-09-13,Variable,537481,73445
22477,48743,65700,5.4,30,Defaulted,2024-05-26,Fixed,783005,96531
22478,31974,369044,5.02,15,Active,2019-04-16,Fixed,597570,15199
22479,40093,82893,6.73,30,Active,2020-11-13,Fixed,124182,23659
22480,22580,394035,4.29,25,Active,2022-04-07,Fixed,643042,76746
22481,42858,228528,8.76,30,Active,2021-05-22,Fixed,674592,86883
22482,36745,177109,9.9,25,Active,2020-01-13,Fixed,629720,78203
22483,14511,365485,7.3,15,Active,2022-02-16,Variable,583834,81294
22484,17315,123585,3.71,25,Active,2025-02-27,Variable,526110,15990
22485,24946,235835,3.95,30,Active,2023-03-24,Fixed,206186,33400
22486,49924,208470,6.46,15,Active,2023-06-02,Fixed,774773,61780
22487,5827,252914,8.29,15,Closed,2023-05-01,Fixed,583962,77257
22488,2201,300412,8.38,15,Active,2022-03-22,Variable,190496,29379
22489,32910,220320,8.42,20,Defaulted,2023-03-10,Fixed,754351,80723
22490,17838,448207,7.96,15,Active,2024-12-16,Fixed,789776,84106
22491,15081,113598,7.46,15,Defaulted,2024-12-30,Variable,631439,27671
22492,41609,264014,6.96,30,Active,2020-01-19,Fixed,229921,23304
22493,5155,478325,6.27,25,Closed,2023-12-02,Variable,689520,77822
22494,42665,371674,4.65,30,Closed,2024-02-04,Variable,259433,87566
22495,17008,183886,8.49,20,Defaulted,2023-02-21,Variable,573376,50817
22496,168,192786,2.53,15,Active,2020-03-16,Variable,103242,11608
22497,22770,80511,8.59,30,Active,2021-01-19,Fixed,732245,70474
22498,43845,433518,3.38,20,Closed,2023-11-18,Fixed,164814,73436
22499,12286,318774,4.5,15,Active,2021-12-15,Fixed,661320,72735
22500,47259,50818,5.96,25,Closed,2024-05-06,Fixed,739577,39028
22501,14069,409573,9.91,15,Active,2022-11-14,Fixed,110426,5205
22502,12204,288881,4.07,25,Defaulted,2024-07-06,Variable,677449,57514
22503,26568,162204,6.65,15,Active,2024-07-14,Variable,481339,96779
22504,18078,341885,9.98,25,Active,2020-02-24,Fixed,775544,36622
22505,24507,271305,5.97,20,Active,2019-05-09,Fixed,345032,96933
22506,16704,469496,4.85,30,Active,2023-03-15,Variable,771951,83593
22507,37044,420172,5.57,15,Active,2019-06-29,Fixed,383886,25076
22508,25451,387214,3.71,25,Active,2019-12-02,Fixed,122334,41148
22509,46084,210711,8.47,30,Active,2024-01-22,Fixed,170680,56646
22510,24454,,5.91,25,Active,2022-11-04,Variable,201253,41997
22511,36026,137574,9.73,25,Closed,2023-01-20,Fixed,157569,72804
22512,45585,188054,5.32,25,Active,2021-12-28,Fixed,568348,95697
22513,24225,178746,8.68,30,Active,2022-11-05,Fixed,650195,69507
22514,20463,147349,4.63,30,Active,2025-01-31,Variable,520050,92266
22515,12858,489678,3.71,15,Active,2024-08-24,Fixed,101634,22035
22516,13173,406821,8.83,30,Active,2022-03-31,Variable,376058,41300
22517,37976,450125,8.76,30,Active,2020-10-29,Fixed,152010,15225
22518,43932,333787,10.13,30,Defaulted,2023-12-25,Variable,445411,67309
22519,13495,394414,8.98,25,Closed,2023-12-14,Fixed,681569,54796
22520,3908,431817,3.14,20,Active,2020-07-27,Variable,637154,39982
22521,24481,230686,7.77,25,Defaulted,2023-07-03,Fixed,123736,43745
22522,39514,,9.54,15,Active,2022-06-07,Variable,603325,61244
22523,5886,413563,3.25,25,Defaulted,2024-01-08,Variable,722076,10500
22524,46898,483029,5.53,25,Active,2020-09-11,Variable,226770,96807
22525,45771,231401,7.08,15,Active,2019-01-25,Fixed,673563,44701
22526,33044,217085,6.14,25,Active,2019-11-15,Variable,270952,53668
22527,7305,175641,9.99,15,Active,2021-03-04,Fixed,370129,31018
22528,42360,297495,7.55,30,Active,2020-09-22,Fixed,729149,70383
22529,38773,283786,3.41,20,Defaulted,2024-01-18,Variable,241658,56226
22530,2471,452338,5.41,25,Active,2022-07-27,Variable,362961,72373
22531,13117,405996,9.33,20,Active,2020-07-29,Fixed,495884,41473
22532,25500,110900,4.17,15,Active,2021-04-03,Variable,292680,82156
22533,28525,442215,3.8,15,Active,2023-10-09,Variable,170529,63956
22534,29862,495626,2.68,20,Active,2021-03-07,Fixed,480660,46753
22535,46615,232403,4.36,15,Active,2019-10-18,Fixed,342160,43511
22536,36490,,3.72,15,Active,2020-11-12,Fixed,573680,8748
22537,41540,140064,3.29,25,Closed,2024-02-15,Variable,265727,72115
22538,28875,176553,8.88,25,Active,2022-09-06,Fixed,131371,86396
22539,16539,331450,8.57,25,Active,2024-04-05,Variable,138412,37712
22540,22449,206735,3.21,25,Active,2020-01-11,Variable,512952,13119
22541,25401,236784,3.06,20,Closed,2024-01-04,Variable,442672,5333
22542,2500,141273,4.85,15,Active,2019-03-05,Variable,203421,85127
22543,49895,331831,10.42,15,Active,2023-03-30,Variable,230783,93376
22544,17875,453777,7.54,30,Active,2021-10-22,Variable,173522,62780
22545,27407,90285,8.01,20,Active,2023-03-27,Variable,138001,40998
22546,3569,290260,5.81,30,Active,2023-07-30,Fixed,681528,46239
22547,10751,383555,4.41,20,Active,2020-08-03,Fixed,473912,18764
22548,10525,184796,8.39,25,Active,2023-05-18,Variable,396189,71132
22549,37362,203789,3.42,30,Active,2022-03-28,Variable,764300,14594
22550,41270,93345,6.2,20,Active,2019-01-04,Variable,355646,5241
22551,18355,483422,7.56,20,Closed,2024-02-16,Variable,612551,5460
22552,17420,165808,3.24,15,Active,2021-07-22,Variable,598790,41390
22553,6644,255088,8.62,25,Active,2021-10-25,Fixed,536546,67027
22554,14616,402021,6.15,20,Active,2024-02-16,Fixed,735944,69520
22555,5606,95930,5.3,25,Active,2025-01-29,Fixed,599296,81024
22556,49023,200296,3.2,30,Active,2022-05-07,Variable,310312,47559
22557,28310,81420,8.65,30,Active,2024-02-03,Variable,394255,58199
22558,7677,128847,4.6,20,Active,2019-10-13,Variable,295346,15520
22559,37426,119565,6.48,15,Active,2021-07-02,Fixed,781172,54048
22560,25811,51445,7.71,25,Defaulted,2023-03-09,Fixed,419696,7681
22561,42442,74321,4.39,20,Active,2022-11-30,Variable,155669,41319
22562,24122,407110,6.37,30,Active,2020-10-23,Variable,741771,39545
22563,18642,425063,8.65,30,Defaulted,2023-10-12,Variable,768368,56974
22564,7142,340215,2.6,20,Active,2024-11-26,Fixed,472929,43239
22565,29787,142841,7.93,20,Closed,2023-09-05,Variable,601270,80416
22566,12651,358790,5.91,30,Active,2020-10-17,Fixed,510559,63327
22567,31032,69903,9.89,25,Active,2022-12-23,Fixed,209037,58111
22568,22091,66001,6.97,15,Active,2020-11-02,Fixed,711000,85915
22569,29925,80701,8.71,25,Active,2021-02-16,Fixed,317727,81095
22570,25262,371404,7.13,25,Defaulted,2024-11-30,Fixed,390118,23929
22571,33439,384258,6.64,20,Active,2019-05-10,Fixed,486196,19534
22572,13696,474454,6.52,20,Defaulted,2023-04-28,Fixed,406278,78996
22573,33415,321971,8.38,15,Active,2021-09-08,Fixed,114549,89656
22574,6528,242456,7.67,30,Active,2020-01-21,Fixed,111131,21625
22575,17528,214403,5.98,30,Active,2023-07-14,Variable,767423,30159
22576,28619,65220,8.99,15,Active,2019-12-31,Variable,531808,37953
22577,21587,288909,4.72,20,Active,2020-11-07,Variable,745262,52185
22578,15398,153539,8.99,30,Active,2023-08-25,Variable,376882,10617
22579,44205,408200,7.56,30,Closed,2023-01-31,Fixed,465614,94392
22580,16307,78179,6.29,30,Active,2024-08-30,Fixed,420052,28933
22581,376,213472,3.5,25,Active,2020-01-19,Variable,464170,81799
22582,39380,103375,3.91,20,Defaulted,2023-04-06,Fixed,305188,5962
22583,19311,216780,8.44,15,Active,2020-12-07,Fixed,197930,7341
22584,22768,65672,6.1,20,Active,2024-09-05,Fixed,722929,95372
22585,17624,218817,4.64,15,Active,2020-06-30,Fixed,449789,49808
22586,13939,404735,5.86,30,Active,2021-07-05,Fixed,254061,34364
22587,27588,352948,5.94,15,Defaulted,2023-11-12,Variable,727069,78925
22588,28323,323514,7.09,25,Active,2020-06-16,Fixed,209165,16029
22589,42217,68848,5.25,15,Defaulted,2023-06-21,Variable,479262,75893
22590,32011,116843,3.83,15,Defaulted,2023-04-05,Fixed,632404,79220
22591,14324,486572,9.6,25,Active,2024-06-14,Variable,741597,99809
22592,43956,133692,8.68,15,Active,2020-04-28,Variable,238093,75919
22593,12138,80721,4.02,30,Active,2022-07-11,Variable,709620,53342
22594,15306,444620,9.99,20,Active,2020-02-07,Fixed,486726,12694
22595,14905,190368,3.5,15,Active,2021-11-04,Variable,523067,99521
22596,11908,499975,2.65,30,Active,2021-10-25,Variable,462853,9171
22597,18985,65588,6.7,30,Closed,2023-03-23,Variable,613134,18836
22598,5186,143119,7.13,15,Active,2022-08-15,Variable,671218,64222
22599,5683,457056,3.79,30,Active,2021-02-17,Fixed,475067,97844
22600,49486,99020,4.1,15,Active,2024-01-03,Fixed,234410,25919
22601,23347,259491,6.25,20,Active,2022-12-07,Variable,120231,98924
22602,30326,52002,5.73,25,Active,2023-03-09,Fixed,306337,28682
22603,47434,131884,9.06,15,Active,2021-01-09,Fixed,220190,38386
22604,43236,414015,8.9,15,Closed,2023-01-22,Variable,175086,54580
22605,16525,478311,3.72,30,Active,2019-05-30,Variable,555632,39131
22606,36291,216354,7.64,15,Active,2022-05-23,Fixed,539530,51810
22607,46492,475396,10.17,15,Active,2023-02-22,Fixed,615305,73254
22608,14031,318957,7.33,25,Active,2019-05-25,Variable,718366,57711
22609,31183,477270,6.27,15,Active,2024-12-29,Variable,726854,83068
22610,42112,258480,5.72,25,Active,2020-12-18,Variable,623615,68847
22611,27275,,9.47,30,Active,2021-11-13,Fixed,240683,76756
22612,3270,179979,6.11,20,Defaulted,2023-11-07,Variable,390594,23908
22613,18202,468246,5.19,15,Active,2022-06-28,Fixed,589423,75414
22614,29833,490181,5.21,30,Active,2020-10-05,Variable,776229,84442
22615,41089,442108,4.86,15,Active,2019-09-08,Variable,464153,95894
22616,26658,282248,6.17,20,Defaulted,2024-03-01,Fixed,124160,49862
22617,15046,366267,2.74,15,Active,2021-03-02,Fixed,637121,42647
22618,164,423625,8.16,20,Active,2022-08-23,Variable,463495,33928
22619,32730,226926,10.22,30,Closed,2024-12-01,Variable,310579,70935
22620,9591,235946,7.99,15,Active,2021-05-07,Fixed,532803,21032
22621,46968,106159,9.59,25,Active,2021-06-04,Fixed,698193,61485
22622,2726,321637,8.97,15,Active,2020-10-01,Fixed,513714,13203
22623,11076,307033,9.79,25,Active,2022-03-04,Fixed,460809,75304
22624,15239,85563,9.75,15,Defaulted,2024-12-14,Fixed,511809,93273
22625,44561,201907,6.55,25,Closed,2024-11-15,Variable,384759,35782
22626,26470,229710,7,15,Active,2022-05-07,Fixed,462410,28509
22627,21622,233099,4,15,Active,2022-11-27,Variable,222241,12798
22628,28471,461770,7.4,30,Active,2024-05-23,Variable,143471,26644
22629,34275,110461,5.13,15,Closed,2023-03-01,Variable,149436,51195
22630,19922,188582,7.74,15,Active,2020-11-21,Variable,688935,19386
22631,17042,315470,6.02,25,Defaulted,2024-10-15,Variable,442131,7892
22632,3484,416003,7.57,25,Active,2023-04-02,Variable,678793,92224
22633,13110,482955,6.62,20,Active,2019-08-10,Variable,584863,73693
22634,185,442703,4.84,20,Closed,2023-01-15,Fixed,276244,5790
22635,36490,407299,6.45,25,Active,2020-05-17,Variable,104611,62808
22636,25524,193494,10.13,20,Active,2022-10-15,Variable,697206,52840
22637,6255,421648,7.87,30,Active,2023-07-15,Variable,383808,34435
22638,18011,,6.88,30,Closed,2023-05-18,Fixed,621498,27774
22639,28377,323126,7.52,20,Active,2024-11-08,Fixed,768827,18409
22640,32120,433499,6.41,25,Defaulted,2024-10-06,Variable,159409,37134
22641,988,170626,5.52,25,Active,2024-08-23,Fixed,714045,6841
22642,12708,193673,7.36,25,Closed,2024-08-02,Fixed,479188,79629
22643,31219,423309,6.78,15,Active,2020-02-03,Variable,195368,84289
22644,2818,288240,8.71,15,Active,2025-02-10,Variable,737531,37408
22645,21666,206268,5.62,20,Active,2023-11-16,Variable,333992,60803
22646,18830,,3.32,20,Active,2022-05-08,Fixed,581944,43864
22647,42232,177802,5.7,25,Active,2021-07-07,Variable,404228,56191
22648,12001,381446,5.79,15,Active,2020-07-26,Fixed,453846,22936
22649,24623,92300,3.62,20,Active,2020-12-06,Variable,627173,76277
22650,534,392735,5.54,30,Active,2021-04-03,Variable,271285,83069
22651,36311,205463,7.8,20,Active,2020-04-26,Fixed,702230,91328
22652,20707,81608,4.38,20,Active,2020-06-29,Variable,481220,43486
22653,35860,353060,10.32,15,Active,2022-10-24,Fixed,359216,44036
22654,40034,138329,6.2,30,Active,2022-12-22,Fixed,552199,42405
22655,28666,70350,9.37,30,Defaulted,2023-07-27,Fixed,520521,30854
22656,16975,80507,9.53,15,Closed,2024-12-17,Fixed,256150,99306
22657,29678,152093,4.95,25,Active,2021-07-23,Variable,793568,38212
22658,4138,217348,3.36,20,Active,2021-11-04,Variable,592263,82556
22659,48586,436612,8.38,15,Active,2020-07-18,Variable,765059,58118
22660,32182,405413,9.69,30,Active,2019-01-17,Variable,327584,23538
22661,44177,232827,7.02,15,Active,2024-05-06,Variable,713398,57466
22662,38862,230017,10.13,30,Active,2019-10-12,Variable,622111,91594
22663,11769,462913,6.66,25,Active,2021-10-12,Fixed,293703,51388
22664,17902,436424,7.76,20,Active,2025-02-24,Variable,609681,61298
22665,47657,206398,10.44,30,Active,2023-10-04,Fixed,220058,10273
22666,38099,439147,5.73,15,Active,2021-12-31,Variable,438126,31553
22667,47076,86677,3.09,20,Active,2022-05-20,Variable,331271,94085
22668,30523,409227,8.28,20,Active,2019-08-27,Variable,128683,54061
22669,18314,369147,5.26,30,Active,2021-03-31,Fixed,493991,7357
22670,48682,465367,9.77,20,Active,2021-02-17,Variable,603336,83932
22671,41273,120928,7.09,25,Active,2019-04-18,Variable,291994,41851
22672,998,402315,6.99,30,Active,2022-09-23,Variable,342333,90870
22673,43552,258363,8.55,20,Active,2024-07-28,Variable,659768,76841
22674,12508,210883,6.44,20,Defaulted,2024-01-18,Variable,685227,86732
22675,49140,355582,6.75,25,Active,2022-11-07,Fixed,142952,69099
22676,20317,250935,5.65,25,Active,2021-02-01,Variable,278241,66171
22677,29449,170906,5.37,20,Active,2019-03-27,Variable,579577,74869
22678,2908,212087,7.33,25,Active,2020-11-20,Fixed,690572,8911
22679,9144,125403,9.47,15,Defaulted,2023-06-30,Variable,601838,81731
22680,11065,244940,3.01,15,Active,2023-10-11,Variable,429518,51976
22681,35194,454037,7.29,30,Active,2021-08-03,Fixed,196418,12361
22682,23957,355219,6.66,15,Closed,2024-11-12,Variable,270346,48007
22683,39891,351504,5.41,25,Active,2020-12-27,Fixed,687699,67761
22684,8835,396994,8.77,30,Active,2021-03-16,Variable,454830,20701
22685,17952,451447,6.18,20,Active,2019-11-06,Variable,603249,29404
22686,13357,151885,3.19,30,Closed,2023-10-23,Fixed,604199,33327
22687,7653,132726,8.17,30,Active,2019-09-09,Fixed,439509,10312
22688,17082,324860,2.92,25,Closed,2023-08-19,Variable,698553,70694
22689,28987,306253,9.08,30,Closed,2024-07-12,Fixed,471844,62159
22690,45070,381291,2.95,30,Closed,2023-12-04,Variable,544357,65543
22691,29312,416383,8.6,15,Active,2021-04-27,Variable,572796,6984
22692,5420,488954,4.02,15,Active,2021-04-18,Fixed,330465,17779
22693,48350,479171,7.11,30,Closed,2023-11-11,Fixed,230470,84827
22694,37610,147977,8.58,25,Active,2021-08-22,Variable,189107,93305
22695,35868,122863,7.15,25,Defaulted,2023-01-04,Variable,484683,24958
22696,41996,114531,5.98,20,Active,2025-01-10,Fixed,501103,35607
22697,39348,267533,8.44,20,Active,2024-11-10,Variable,194842,70592
22698,27785,153982,8.37,25,Active,2020-05-15,Variable,136295,50349
22699,24482,274775,5.09,20,Active,2019-10-18,Fixed,144397,73631
22700,41600,386986,9.56,20,Active,2022-10-06,Variable,725622,83280
22701,43479,,9.26,15,Active,2022-12-14,Fixed,549454,11762
22702,1481,158079,4.55,20,Defaulted,2024-01-07,Variable,258892,29954
22703,4779,434746,6.89,25,Active,2019-03-27,Variable,358250,35422
22704,43251,60231,2.58,15,Active,2023-04-14,Variable,418416,32915
22705,32218,363883,2.88,30,Active,2020-05-09,Variable,632120,94581
22706,39529,123908,6.38,25,Active,2019-06-17,Fixed,601894,95835
22707,10672,424720,9.01,20,Active,2022-04-02,Variable,369092,5359
22708,47025,200260,5.73,20,Defaulted,2024-06-20,Variable,687802,99834
22709,43675,289028,4.13,15,Defaulted,2023-12-03,Fixed,490088,57088
22710,11002,456323,7.75,20,Defaulted,2023-09-06,Variable,105715,96733
22711,5668,78390,8.13,25,Closed,2024-04-18,Variable,120393,51889
22712,39714,496358,8.63,30,Active,2022-08-05,Variable,234190,89179
22713,44914,160157,9.76,15,Active,2022-01-18,Variable,569798,62843
22714,19792,459366,7.53,25,Active,2024-01-11,Fixed,101696,61258
22715,16957,157603,9.15,30,Active,2019-12-09,Fixed,487074,54336
22716,26488,373520,4.76,30,Closed,2023-01-13,Variable,308943,21502
22717,7352,350836,8.35,25,Active,2020-05-02,Fixed,144530,82295
22718,35900,468616,6.68,30,Active,2019-07-06,Variable,687571,84355
22719,43930,358615,7.08,25,Closed,2023-03-19,Fixed,733658,63767
22720,36303,,8.7,25,Closed,2023-11-24,Variable,444798,68586
22721,39122,71953,2.7,20,Defaulted,2024-04-13,Fixed,158986,58791
22722,18569,192973,3.08,15,Active,2019-01-10,Variable,434118,49010
22723,3755,89893,3.42,25,Active,2019-03-29,Fixed,283597,87484
22724,36919,377836,8.02,20,Active,2022-08-14,Fixed,615796,69619
22725,38722,338900,7.7,30,Active,2020-01-25,Variable,316590,47758
22726,40381,,9.43,30,Active,2022-07-18,Variable,230931,44653
22727,20424,299221,4.3,30,Closed,2024-05-07,Variable,150496,62112
22728,23394,224954,7.49,20,Active,2021-12-11,Variable,497583,81790
22729,47704,106250,6.15,25,Active,2019-07-06,Fixed,689097,81701
22730,897,325989,6.75,30,Defaulted,2023-07-24,Fixed,405589,9318
22731,40709,263328,8.15,20,Active,2025-01-31,Variable,575317,34951
22732,38666,391064,6,20,Active,2021-07-06,Fixed,121028,33893
22733,46051,71419,9.13,15,Active,2024-07-05,Variable,586740,74116
22734,10472,297598,7.58,30,Active,2025-01-24,Variable,127935,10988
22735,28299,172228,7.67,30,Defaulted,2024-04-21,Variable,467191,19466
22736,40010,433594,8.58,15,Active,2020-11-02,Fixed,242237,98567
22737,18638,232946,6.14,30,Active,2020-10-15,Variable,770000,66540
22738,533,384193,4.6,20,Active,2021-12-24,Fixed,517873,81719
22739,12268,156363,4.79,25,Active,2021-05-06,Variable,602711,90565
22740,26536,143007,9.88,30,Active,2019-10-02,Fixed,169270,32100
22741,39419,92507,7.48,20,Closed,2024-07-11,Fixed,262516,89759
22742,2559,348909,3.37,30,Active,2020-10-31,Fixed,529339,48339
22743,16522,325127,5.25,25,Active,2021-04-18,Variable,323491,22165
22744,46128,224612,3.62,15,Defaulted,2024-10-29,Variable,652920,23708
22745,44837,445752,4.27,30,Active,2020-09-27,Variable,763833,95904
22746,49330,195783,4.74,15,Closed,2023-12-08,Variable,441885,34543
22747,4252,195894,5.39,30,Active,2022-05-04,Variable,598487,69210
22748,47357,373768,5.36,25,Active,2022-05-26,Fixed,235566,5691
22749,25792,134331,4.21,30,Closed,2024-06-12,Fixed,776219,57035
22750,44346,310342,8.98,15,Active,2020-10-22,Variable,388041,40575
22751,2099,275605,7.8,15,Active,2022-04-26,Fixed,441151,98580
22752,27731,204349,8.04,25,Closed,2023-06-26,Variable,590967,50403
22753,28061,169973,8.67,15,Active,2024-05-31,Variable,601153,10641
22754,5235,427685,8.54,15,Active,2022-06-20,Fixed,509407,16789
22755,31807,409137,8.15,30,Active,2025-01-22,Fixed,680568,76211
22756,23907,451842,4.67,30,Defaulted,2023-11-10,Variable,661249,18221
22757,41381,356204,9.75,15,Defaulted,2024-02-16,Variable,474588,98620
22758,33965,410952,6.68,25,Active,2019-01-28,Variable,365340,70496
22759,33813,264529,5.02,25,Active,2022-01-01,Fixed,190224,68157
22760,4705,225547,10.23,30,Active,2021-04-21,Variable,235228,20465
22761,10920,98098,7.1,30,Active,2022-07-08,Fixed,467975,67889
22762,24355,207363,9.11,30,Active,2025-01-14,Variable,308626,12436
22763,17752,314004,6.85,25,Closed,2024-09-06,Fixed,140877,80505
22764,19018,83760,3.35,30,Closed,2024-03-25,Fixed,294705,26911
22765,49052,315774,7.16,15,Active,2020-04-02,Fixed,586480,42856
22766,4945,397957,3.69,20,Active,2020-01-10,Fixed,317933,67258
22767,10206,152957,7.69,20,Active,2022-01-23,Variable,592920,34212
22768,46808,478323,4.58,20,Active,2019-12-07,Fixed,586770,91304
22769,27257,91209,4.18,20,Closed,2024-01-06,Variable,596552,85550
22770,34671,75392,8.91,30,Active,2019-05-07,Fixed,717167,73640
22771,34441,257971,9.13,25,Active,2023-07-16,Variable,782215,50307
22772,30785,136182,3.09,30,Active,2020-10-02,Fixed,599301,64040
22773,35817,430089,3.31,20,Active,2020-03-15,Fixed,640081,55518
22774,25088,351398,6.64,15,Active,2020-05-13,Fixed,564832,97858
22775,42892,336034,3.91,30,Closed,2024-09-07,Variable,558057,82819
22776,26733,265122,2.53,30,Active,2021-11-04,Fixed,633463,57307
22777,35935,235868,6.39,30,Active,2020-08-10,Variable,500554,8549
22778,31912,192111,10.16,30,Active,2020-05-04,Fixed,624043,80849
22779,28395,368416,7.54,25,Active,2019-08-12,Variable,185802,42483
22780,39815,467312,7.64,25,Defaulted,2024-09-19,Variable,658555,38005
22781,4133,134694,7.19,15,Active,2021-11-18,Fixed,585654,30531
22782,32230,215193,9.96,20,Active,2020-08-02,Variable,270377,98081
22783,38730,174547,7.74,25,Active,2021-02-04,Variable,742401,23677
22784,47916,439577,8.37,30,Active,2019-06-07,Fixed,221946,60431
22785,13864,336715,9.65,15,Active,2019-09-26,Variable,153294,80637
22786,5577,328717,4.35,25,Closed,2023-04-15,Fixed,572005,40045
22787,546,300500,6.54,25,Closed,2024-10-24,Variable,591057,36981
22788,44594,393778,8.24,20,Active,2024-08-23,Variable,137704,19357
22789,19785,482378,3.36,30,Active,2020-03-03,Fixed,431878,72300
22790,34403,172604,8.02,15,Active,2019-12-20,Fixed,429805,28416
22791,37831,327688,4.69,25,Active,2024-04-10,Fixed,305039,85231
22792,25494,346522,3.07,20,Active,2022-01-24,Variable,383279,5797
22793,34897,284104,9.58,25,Active,2019-05-28,Variable,223988,19500
22794,28527,225527,8.19,30,Active,2019-03-22,Fixed,225727,7910
22795,4473,279684,8.51,15,Active,2019-10-18,Fixed,275964,87337
22796,9382,278748,5.65,20,Defaulted,2024-05-08,Variable,333811,39796
22797,24763,327993,10.22,20,Active,2023-10-10,Variable,692719,90938
22798,37264,371539,3.96,25,Defaulted,2023-02-10,Variable,745808,49298
22799,29311,,7.37,20,Defaulted,2024-05-20,Fixed,196593,83012
22800,6460,225657,5.76,20,Active,2023-06-30,Fixed,388500,65651
22801,10234,372724,5.65,15,Active,2021-01-17,Fixed,190903,19539
22802,40443,471279,5.24,15,Active,2020-05-27,Fixed,461774,43655
22803,16246,466319,7.47,25,Unknown,2024-07-21,Fixed,516597,9087
22804,1651,139725,10.02,15,Active,2024-08-28,Fixed,615588,29053
22805,44775,472223,4.72,30,Active,2021-07-09,Variable,319351,94549
22806,37383,332942,5.62,25,Defaulted,2024-04-16,Variable,425050,30124
22807,6396,327559,7.32,15,Active,2022-09-17,Variable,303397,50450
22808,38933,357160,7.56,20,Active,2022-04-27,Fixed,391936,53671
22809,30013,368244,6.28,20,Active,2021-05-04,Fixed,160259,54409
22810,22751,84358,9.81,20,Active,2023-01-16,Variable,176419,40947
22811,46905,373222,8.42,15,Active,2022-07-25,Fixed,388963,76757
22812,25753,100985,7.78,20,Active,2020-11-08,Fixed,528864,23559
22813,34529,488278,8.74,20,Active,2024-11-07,Variable,248546,75435
22814,543,276263,5.92,30,Active,2025-01-19,Variable,440322,33837
22815,665,221866,7.56,25,Defaulted,2024-08-15,Fixed,728216,21768
22816,19143,244321,2.93,25,Active,2022-11-10,Fixed,389259,20345
22817,1757,67484,4.63,25,Active,2019-10-14,Variable,418358,27163
22818,26463,282097,7.08,25,Defaulted,2024-04-18,Fixed,679131,92099
22819,32960,406266,8.53,15,Active,2020-06-09,Variable,693904,33895
22820,3838,331127,4.82,25,Closed,2023-09-28,Fixed,184057,60837
22821,19306,407057,4.17,25,Active,2022-09-06,Fixed,392968,75052
22822,3200,122179,4.08,30,Closed,2024-11-19,Fixed,440063,38560
22823,36202,91655,4.15,20,Closed,2024-08-13,Variable,112477,42332
