Payment_ID,Loan_ID,Payment_date,Payment_Amount,Late_Payment,Payment_Method,Remaining_Balance,Interest_Paid,Principal_Paid,Fees_Charged
31405,11266,2021-01-14 0:00,4613,Yes,Check,74934,53.06,2793,68.6
31406,46661,2021-06-21 0:00,1674,No,Credit Card,0,94.25,797,75.77
31407,6585,2024-06-18 0:00,2991,Yes,Bank Transfer,0,483.21,1322,89.45
31408,15587,2021-07-10 0:00,1434,No,Check,7476,241.37,784,0.89
31409,6302,2019-12-08 0:00,1825,No,Credit Card,0,406.44,1313,82.06
31410,18241,2019-06-05 0:00,4462,No,Check,20707,154.58,750,47.75
31411,7357,2019-01-28 0:00,2063,No,Check,182449,114.74,963,10.88
31412,27723,2020-07-14 0:00,1578,No,Bank Transfer,192519,144.85,2328,40.91
31413,45474,2020-03-18 0:00,703,No,Bank Transfer,0,50.01,429,66.51
31414,42184,2024-10-27 0:00,2281,No,Cash,27557,98.52,1825,42.94
31415,38545,,2462,Yes,Bank Transfer,0,347.64,2301,35.63
31416,11616,2024-11-18 0:00,4291,No,Bank Transfer,174598,210.1,2015,95.15
31417,14206,2023-10-06 0:00,3114,No,Bank Transfer,176957,273.94,228,11.13
31418,48655,2021-05-03 0:00,3153,No,Bank Transfer,0,368.72,2158,31
31419,11045,2020-07-19 0:00,4688,No,Credit Card,178551,451.3,2844,20.01
31420,35632,2020-07-31 0:00,4740,No,Check,0,198.15,2337,95.72
31421,7974,2022-11-02 0:00,3915,No,Check,191765,247.73,418,93.9
31422,24845,2025-02-05 0:00,2384,No,Bank Transfer,162555,464.17,1966,49.98
31423,37516,2022-05-09 0:00,3410,No,Check,0,475.59,1570,46.17
31424,4265,2020-10-05 0:00,1573,Yes,Bank Transfer,0,143.33,2051,36.9
31425,1970,2024-08-11 0:00,4540,No,Cash,0,356.96,730,17.52
31426,10604,2019-10-19 0:00,688,No,Bank Transfer,0,384.9,2044,55.45
31427,12338,2025-01-11 0:00,1780,Yes,Cash,123544,283.04,2150,27.2
31428,15840,2024-04-13 0:00,1996,No,Check,111821,193.46,175,10.73
31429,30526,2022-12-04 0:00,3045,No,Credit Card,0,388.83,622,78.65
31430,11997,2024-03-24 0:00,4565,No,Check,0,279.25,727,74.07
31431,3470,2022-03-16 0:00,4519,No,Cash,0,499.82,2966,14.47
31432,34231,2019-04-14 0:00,1005,No,Check,0,303.17,396,57.31
31433,49267,2020-07-05 0:00,1165,No,Cash,16871,372.25,1049,38.66
31434,12075,2021-01-04 0:00,4107,No,Cash,0,151.02,143,71.73
31435,32074,2023-07-01 0:00,2961,No,Cash,90240,164.04,1356,79.83
31436,23991,2019-04-22 0:00,4597,No,Cash,0,448.46,1875,50.53
31437,25062,2021-09-23 0:00,4302,No,Credit Card,88324,499.11,1459,10.55
31438,25749,2024-12-15 0:00,1476,No,Check,43343,228.77,2324,89.59
31439,38718,2021-12-18 0:00,3966,No,Cash,0,491.05,1973,38.1
31440,10188,2022-12-12 0:00,1690,No,Check,4989,436.03,1235,65.81
31441,15204,2022-11-20 0:00,2886,No,Bank Transfer,100201,298.65,2422,50.79
31442,23594,2024-02-12 0:00,2872,No,Credit Card,153598,252.58,540,86.06
31443,12099,2019-05-26 0:00,4595,No,Check,75339,444.57,244,36.88
31444,19764,2024-03-20 0:00,1763,No,Credit Card,55782,231.06,1783,29.62
31445,41965,2023-10-06 0:00,686,No,Check,188714,444.08,2693,75.21
31446,8777,2023-10-10 0:00,4192,No,Check,53069,357.47,550,9.61
31447,35989,2024-07-11 0:00,642,No,Credit Card,174010,76.82,120,51.18
31448,44544,2023-12-04 0:00,4972,No,Check,0,424.56,1572,10.72
31449,18605,2021-08-06 0:00,2477,No,Cash,37446,280.09,1226,62.44
31450,33917,2022-10-24 0:00,3598,No,Bank Transfer,0,168.04,1895,2.1
31451,3796,2024-03-26 0:00,2107,No,Check,0,318.79,2599,16.1
31452,13106,2020-03-03 0:00,3836,No,Credit Card,6902,357,2623,47.9
31453,47112,2019-06-11 0:00,1182,No,Bank Transfer,3365,320.98,2670,9.87
31454,38761,2024-02-13 0:00,2716,No,Cash,130486,57.53,1292,23.84
31455,24475,2022-04-25 0:00,1381,No,Credit Card,143634,214.5,2568,39.45
31456,30651,2023-06-08 0:00,3614,No,Cash,133031,304.36,1042,99.99
31457,44540,2020-01-09 0:00,1607,No,Check,0,424.32,1712,37.28
31458,7823,2019-04-01 0:00,532,No,Cash,0,363.86,2557,5.88
31459,23059,2024-11-08 0:00,632,No,Credit Card,131138,139.99,1149,5.81
31460,45910,2022-06-14 0:00,3852,No,Cash,121021,379.17,947,1.57
31461,33090,2021-09-05 0:00,4107,Yes,Check,0,394.24,820,21.58
31462,39373,2019-01-19 0:00,4290,Yes,Check,0,359.2,1105,37.76
31463,32187,2020-05-19 0:00,4587,No,Check,10974,50.82,1805,7.39
31464,47254,2021-07-05 0:00,2907,No,Credit Card,0,58.18,2091,34.41
31465,11155,2024-06-22 0:00,1210,No,Credit Card,96226,122.99,648,24.78
31466,6637,2021-03-08 0:00,1215,No,Check,0,381.05,1801,75.94
31467,13994,2022-04-21 0:00,2369,No,Credit Card,196368,385.9,1193,50.02
31468,37726,2022-02-06 0:00,1471,No,Credit Card,0,482.54,923,16.81
31469,32083,2023-06-28 0:00,3435,No,Cash,0,312.09,2944,41.53
31470,33899,2019-05-02 0:00,3604,Yes,Bank Transfer,0,455.24,1750,34.91
31471,43561,2022-05-20 0:00,4042,No,Cash,0,243.5,2403,91.97
31472,6226,2023-04-30 0:00,4486,No,Check,89228,244.97,449,61.72
31473,35273,2024-03-01 0:00,2129,No,Bank Transfer,59704,175.23,2303,66.45
31474,44703,2020-03-21 0:00,2616,No,Bank Transfer,110567,320.49,1203,96.83
31475,4965,2022-10-09 0:00,1672,No,Check,125009,110.69,1817,2.28
31476,10704,2019-03-29 0:00,1334,No,Check,159515,262.09,2026,58.7
31477,39404,2023-04-14 0:00,2498,No,Cash,0,465.85,1866,99.1
31478,23265,2023-05-10 0:00,4917,No,Credit Card,149256,303.89,1204,1.31
31479,47410,2019-10-24 0:00,1266,No,Credit Card,0,118.98,293,79.6
31480,38986,2021-06-30 0:00,1019,No,Cash,0,308.43,2781,63.54
31481,2923,2019-08-29 0:00,3558,No,Cash,0,403.77,634,11.55
31482,35034,2024-08-07 0:00,575,No,Bank Transfer,159108,119.28,1914,23.72
31483,47088,2024-04-19 0:00,4041,Yes,Credit Card,91922,367.27,1817,1.77
31484,23044,2019-02-28 0:00,4148,No,Cash,81914,497.53,2686,91.43
31485,33468,2020-06-10 0:00,4099,No,Check,151201,450.98,2287,61.26
31486,26638,2020-09-03 0:00,1633,No,Credit Card,193078,100.17,818,69.88
31487,15191,2022-08-03 0:00,4770,No,Check,44220,219.16,2624,96.27
31488,29034,2020-12-30 0:00,552,No,Cash,0,144.63,2676,44.92
31489,12121,2021-03-06 0:00,4468,No,Credit Card,179528,84.94,657,74.23
31490,22452,2023-04-16 0:00,1180,No,Credit Card,194524,205.01,1938,88.76
31491,4609,2023-11-12 0:00,4274,No,Check,157756,229.74,2170,40.67
31492,32658,2025-01-25 0:00,3142,No,Bank Transfer,35336,403.9,979,19.55
31493,8360,2022-06-12 0:00,1896,No,Credit Card,5134,221.14,391,34.08
31494,29686,2019-02-05 0:00,1435,No,Cash,67327,396.73,1476,87.03
31495,2242,2022-05-13 0:00,640,Yes,Check,0,98.94,1964,64.06
31496,13049,2023-10-17 0:00,1409,No,Credit Card,141731,472.27,2023,8.84
31497,30813,2020-10-19 0:00,1365,No,Cash,84417,388.33,1416,29.28
31498,19869,,1821,Yes,Bank Transfer,52961,315.79,1038,70.83
31499,30317,2023-05-07 0:00,2222,No,Bank Transfer,0,281.45,2275,44.49
31500,40557,2023-03-26 0:00,1252,No,Cash,0,191.85,2774,41.82
31501,12562,2022-03-10 0:00,1492,No,Credit Card,175775,415.66,944,12.22
31502,42576,2020-06-12 0:00,3102,No,Bank Transfer,154635,436.48,1707,17.77
31503,28093,2019-01-28 0:00,1827,Yes,Cash,0,119.42,2910,95.35
31504,7754,2023-08-05 0:00,3356,No,Credit Card,5425,490.18,2613,98.2
31505,31468,2025-02-26 0:00,2625,No,Check,83339,201.25,2713,41.39
31506,9550,2024-06-21 0:00,708,No,Bank Transfer,0,152.26,1928,86.75
31507,11019,2023-03-29 0:00,3912,No,Check,0,426.04,1684,31.53
31508,16404,2019-07-07 0:00,2725,No,Cash,149519,129.05,1933,63.42
31509,40366,2020-06-03 0:00,4174,No,Credit Card,161537,91.64,750,69.28
31510,11104,2024-07-22 0:00,1941,No,Bank Transfer,1214,359.98,2646,24.48
31511,19497,2022-10-12 0:00,2767,No,Check,180675,274.07,1609,15.96
31512,29777,2019-07-24 0:00,4853,No,Bank Transfer,6696,454.81,2707,60.64
31513,1110,2022-05-20 0:00,2033,No,Bank Transfer,0,104.3,1387,47.21
31514,20979,2020-01-31 0:00,1715,No,Credit Card,65511,455.67,1782,63.97
31515,19444,2019-04-02 0:00,2032,No,Cash,6819,474.49,1500,47.88
31516,17863,2022-05-13 0:00,4934,No,Cash,156129,172.61,704,2.1
31517,21647,2020-01-28 0:00,2128,No,Check,131334,71.08,150,89.84
31518,30668,2019-11-04 0:00,2539,Yes,Cash,0,466.23,1095,96.76
31519,30522,2021-06-28 0:00,4471,No,Bank Transfer,113754,483.26,2582,67.9
31520,40284,2022-09-26 0:00,988,No,Bank Transfer,0,336.25,660,38.68
31521,11314,2022-11-13 0:00,3258,No,Check,0,169.47,2766,0.1
31522,38900,2023-05-27 0:00,3391,Yes,Bank Transfer,98034,248.94,2152,7.17
31523,9797,2021-03-31 0:00,4884,No,Credit Card,86019,434.63,2397,60.78
31524,32091,2021-09-09 0:00,3783,No,Bank Transfer,92754,342.77,2875,90.2
31525,19981,2021-06-11 0:00,3273,No,Bank Transfer,159349,62.21,2863,99.22
31526,43533,2022-01-22 0:00,3690,No,Credit Card,156982,385.71,182,83.48
31527,17905,2022-10-29 0:00,1975,Yes,Check,33510,106.72,851,14.05
31528,36155,2020-11-30 0:00,1184,No,Check,33891,234.91,1069,24.82
31529,25912,2022-03-27 0:00,3052,No,Bank Transfer,50475,110.2,2235,31.27
31530,2710,2019-06-27 0:00,,No,Bank Transfer,0,155.3,1511,9.16
31531,6249,2021-07-15 0:00,4103,Yes,Check,10469,492.84,2135,13
31532,23918,2021-03-27 0:00,1955,No,Cash,196643,274.34,2284,27.91
31533,20430,2019-10-19 0:00,1528,No,Cash,21861,426.69,2859,60.86
31534,27617,2024-07-23 0:00,4839,No,Check,0,430.21,2321,97.19
31535,2373,2022-09-04 0:00,3755,No,Credit Card,80190,499.15,2308,60
31536,45790,2022-03-31 0:00,2769,No,Cash,0,119.82,2116,33.4
31537,36922,2020-01-28 0:00,3097,Yes,Bank Transfer,186905,80.79,1379,14.17
31538,47062,2020-06-02 0:00,3062,No,Cash,186935,451.65,468,29.27
31539,26071,2025-01-25 0:00,4778,No,Credit Card,7810,353.96,2494,55.33
31540,25490,2022-03-19 0:00,4381,No,Check,112826,175.88,2405,62.19
31541,38645,2019-02-08 0:00,3027,No,Credit Card,41362,175.71,2558,40.63
31542,5631,2020-09-24 0:00,4818,No,Bank Transfer,0,368.84,1938,5.89
31543,45537,2020-09-22 0:00,3971,No,Bank Transfer,82284,426.62,2480,38.98
31544,34030,2020-04-21 0:00,542,No,Check,60452,460.79,675,23.66
31545,6834,2022-02-14 0:00,2076,No,Cash,0,343.07,1595,1.64
31546,5011,2024-12-28 0:00,4372,No,Cash,0,200.48,1087,60.1
31547,2704,2023-11-26 0:00,2969,No,Bank Transfer,0,314.19,2793,69.41
31548,44362,2021-05-22 0:00,3320,No,Bank Transfer,0,58.47,219,10.86
31549,12872,2020-05-20 0:00,4358,No,Check,20266,371.24,917,39.67
31550,8466,2020-08-22 0:00,1896,No,Bank Transfer,91770,387.13,1502,57.34
31551,22651,2019-03-23 0:00,544,No,Cash,111799,186.52,930,82.54
31552,22437,2023-09-23 0:00,4689,No,Check,171432,163.72,323,51.19
31553,39465,2021-11-11 0:00,1015,No,Check,0,419.12,178,65.22
31554,594,2021-10-18 0:00,2704,No,Cash,197677,385.91,1768,94.98
31555,36357,,3341,No,Check,0,279.87,865,81.74
31556,38015,2020-03-27 0:00,1995,No,Credit Card,0,247.6,2101,69.65
31557,362,2021-01-26 0:00,2663,No,Cash,0,374.26,987,38.27
31558,4996,2023-04-28 0:00,2734,No,Bank Transfer,0,436.53,1265,61.04
31559,19034,2019-05-26 0:00,,No,Check,0,485.97,2303,92.66
31560,3325,2024-12-17 0:00,779,No,Credit Card,81148,234.07,2272,47.74
31561,11046,2019-07-09 0:00,2337,No,Credit Card,37130,443.37,861,55.69
31562,41711,2019-04-27 0:00,4588,No,Bank Transfer,184246,415.42,2154,99.38
31563,24311,2024-01-11 0:00,1278,No,Bank Transfer,193696,141.92,684,89.74
31564,19512,2020-10-09 0:00,3188,No,Cash,84775,57.18,1613,12.51
31565,17699,2019-06-03 0:00,886,No,Check,145859,244.08,1738,28.17
31566,3807,2019-12-20 0:00,4719,No,Credit Card,0,356.6,2095,36.78
31567,33465,2022-12-15 0:00,1918,No,Check,0,331.25,2285,47.78
31568,24182,2019-05-16 0:00,1367,Yes,Cash,164539,106.85,1565,30.98
31569,16735,2023-06-07 0:00,2465,Yes,Bank Transfer,54716,153.53,2839,52.65
31570,16864,2021-10-23 0:00,2347,No,Credit Card,86008,358.23,1144,90.78
31571,9201,2021-10-31 0:00,1332,No,Cash,54408,192.18,277,76.13
31572,13810,2019-03-04 0:00,2029,No,Credit Card,114053,151.05,663,44.04
31573,49987,2024-01-16 0:00,4706,No,Bank Transfer,22729,224.08,2309,91.34
31574,3314,2021-08-02 0:00,4994,No,Credit Card,125254,269.82,1652,59.74
31575,46122,2024-04-04 0:00,1111,No,Credit Card,194018,419.52,813,11.34
31576,15784,2021-07-12 0:00,2400,No,Check,0,462.75,1109,16.12
31577,6611,2022-03-08 0:00,4549,No,Check,0,132.88,815,99.02
31578,8442,2020-02-20 0:00,4960,No,Credit Card,0,197.59,2306,95.94
31579,29447,2020-08-12 0:00,4937,No,Check,2230,83.89,2475,6.61
31580,890,2023-06-03 0:00,1820,No,Credit Card,0,400.99,2310,20.61
31581,10758,2022-01-13 0:00,3308,No,Check,36042,276.29,199,60.89
31582,31129,2020-10-31 0:00,1615,Yes,Cash,174188,124.52,1169,97.68
31583,43409,2020-07-02 0:00,2500,Yes,Bank Transfer,187258,468.26,1539,67.15
31584,26436,2021-10-25 0:00,855,No,Check,144672,117.46,2591,61.99
31585,32993,2019-12-28 0:00,2309,No,Cash,102054,137.02,2672,34.56
31586,24632,2021-07-15 0:00,2446,No,Check,0,192.11,179,60.68
31587,10156,2021-11-11 0:00,3282,No,Bank Transfer,141176,234.05,275,94.01
31588,36230,2022-12-06 0:00,801,No,Bank Transfer,15821,489.45,1817,82.71
31589,16772,2021-07-27 0:00,4752,No,Check,85645,134.33,744,76.06
31590,46701,2022-08-23 0:00,3794,Yes,Check,13926,351.92,2329,94.51
31591,45721,2024-07-19 0:00,2014,No,Bank Transfer,148252,136.32,1116,91.9
31592,13676,2023-11-11 0:00,4422,Yes,Bank Transfer,1576,434.53,1462,5.25
31593,1589,2021-02-05 0:00,1500,No,Cash,0,466.27,118,43.7
31594,41134,2020-03-14 0:00,3529,No,Check,0,367.96,1942,76.29
31595,23766,2024-04-18 0:00,4696,No,Bank Transfer,187635,294.48,1133,27.24
31596,31062,2019-05-20 0:00,4152,No,Cash,0,453.69,2456,45.58
31597,34466,2022-08-29 0:00,548,No,Credit Card,0,487.26,2051,45.13
31598,12577,2024-12-22 0:00,1287,No,Bank Transfer,0,456.2,1921,11.55
31599,30835,2024-08-21 0:00,3813,No,Bank Transfer,29221,326.73,1139,76.36
31600,40298,2021-08-04 0:00,622,No,Bank Transfer,0,377.14,1310,42
31601,18519,,1654,No,Bank Transfer,70514,63.84,1601,43.53
31602,22809,2019-01-11 0:00,1071,No,Credit Card,95956,417.08,1124,86.77
31603,322,2022-06-24 0:00,1205,No,Cash,0,105.31,2299,85.46
31604,5173,2021-01-14 0:00,861,No,Credit Card,0,125.93,1774,83.06
31605,43510,2023-12-07 0:00,2477,Yes,Bank Transfer,0,173.74,1546,77.57
31606,32727,2021-03-01 0:00,3352,No,Cash,11486,413.69,1053,10.84
31607,19213,2020-11-14 0:00,3716,No,Bank Transfer,191829,254.8,2355,18.49
31608,9541,2020-10-11 0:00,1272,No,Cash,146747,109.73,2244,54.06
31609,23871,2020-03-11 0:00,4633,No,Credit Card,68089,406.64,2734,56.38
31610,10797,2024-08-18 0:00,3763,No,Credit Card,18692,96.53,859,80.08
31611,43814,2021-01-05 0:00,4155,No,Bank Transfer,0,443.36,865,80.67
31612,11489,2022-11-04 0:00,4916,No,Cash,58744,300.67,1877,19.57
31613,42474,2021-09-28 0:00,3573,No,Check,3766,431.24,919,85.87
31614,40994,2024-02-20 0:00,735,No,Bank Transfer,82552,171.33,666,89.09
31615,4993,2023-08-07 0:00,777,No,Bank Transfer,0,252.95,1656,31.65
31616,46280,2020-09-25 0:00,1139,No,Check,180171,180.16,739,90.56
31617,33975,2024-09-09 0:00,1314,No,Check,0,318.12,386,58.61
31618,33632,2024-12-21 0:00,1475,Yes,Credit Card,192092,151.36,518,88.12
31619,39788,2023-03-02 0:00,1523,No,Check,24543,450.84,2417,27.69
31620,33329,2019-02-06 0:00,572,No,Cash,136543,329.47,2327,6.85
31621,17588,2020-09-12 0:00,1062,No,Cash,123002,271.26,1777,64.89
31622,7720,2019-06-14 0:00,1881,No,Cash,20374,284.5,1989,7.07
31623,20174,2024-09-04 0:00,587,No,Bank Transfer,183801,432.02,1559,13.64
31624,43901,2024-08-17 0:00,2486,No,Bank Transfer,53812,240.06,2329,66.01
31625,2147,2023-05-01 0:00,3660,Yes,Credit Card,169739,317.23,1551,58.44
31626,25983,2023-12-18 0:00,1684,Yes,Bank Transfer,0,366.42,681,91.96
31627,27585,2020-02-28 0:00,646,Yes,Credit Card,193694,342.72,2986,12.08
31628,4431,2020-12-18 0:00,2400,Yes,Cash,0,456.92,2153,79.94
31629,37333,2022-02-07 0:00,2614,Yes,Credit Card,157169,426.15,375,51.13
31630,35190,2024-03-15 0:00,930,No,Credit Card,0,451.7,2559,13.82
31631,19878,2023-08-03 0:00,2059,No,Check,190473,489.03,2117,86.35
31632,32257,2023-06-29 0:00,1314,No,Credit Card,0,209.11,1166,88.07
31633,38880,2019-05-17 0:00,2848,Yes,Bank Transfer,55465,297.32,2963,33.62
31634,3994,2021-06-23 0:00,3347,No,Bank Transfer,84041,248.75,976,95.26
31635,29418,2020-10-02 0:00,2789,No,Credit Card,0,352.28,2084,34.59
31636,25179,2019-08-22 0:00,4186,No,Cash,0,399.73,518,47.41
31637,46191,2021-07-24 0:00,722,No,Bank Transfer,14269,233.31,1009,24.94
31638,15064,2024-01-16 0:00,1156,Yes,Bank Transfer,176543,475.19,1483,12.2
31639,31851,2021-01-12 0:00,1445,No,Credit Card,80065,106,1278,93.48
31640,7495,2024-04-16 0:00,2748,No,Cash,15104,157.35,1909,60.75
31641,48395,2019-04-07 0:00,3110,No,Cash,12662,119.05,633,70.46
31642,22857,2020-01-27 0:00,4000,No,Bank Transfer,0,465.76,2407,48.23
31643,300,2024-11-23 0:00,2326,No,Credit Card,0,366.92,2465,14.73
31644,8854,2021-10-01 0:00,1145,No,Credit Card,0,385.77,271,31.95
31645,45222,2020-06-20 0:00,3163,No,Cash,168042,250.62,2952,11.22
31646,38160,2024-08-01 0:00,2303,No,Check,0,113.85,293,73.11
31647,20045,2019-08-19 0:00,3989,Yes,Cash,68098,276.81,2170,2.34
31648,36794,2024-01-23 0:00,,No,Check,149476,389.8,2751,25.02
31649,27506,2020-10-03 0:00,844,No,Credit Card,16029,193.58,2465,76.7
31650,16619,2019-08-03 0:00,3689,Yes,Check,111905,50.65,1158,3.47
31651,42869,2021-07-27 0:00,1638,No,Cash,37746,340.87,2133,79.07
31652,40874,2021-10-28 0:00,1514,No,Cash,0,186.38,2842,0.22
31653,11813,2024-07-25 0:00,3272,No,Check,191548,452.69,580,95.82
31654,43531,2020-06-17 0:00,4413,No,Cash,40767,413.67,2712,26
31655,47888,2020-08-05 0:00,2473,Yes,Cash,0,179.95,1829,34.99
31656,37271,2025-02-14 0:00,,No,Cash,1327,480.28,1564,11.64
31657,6210,2021-05-19 0:00,1787,No,Check,0,180.09,646,25.52
31658,4371,2024-09-17 0:00,2054,Yes,Credit Card,0,185.32,2450,32.32
31659,17483,2020-06-17 0:00,4084,No,Cash,43958,457.58,2136,38.77
31660,46798,2021-03-02 0:00,758,No,Credit Card,194596,68.66,1623,4.27
31661,537,,3758,No,Credit Card,0,258.86,2130,53.3
31662,38576,2023-09-07 0:00,2429,Yes,Bank Transfer,26949,317.26,2428,40.61
31663,40755,2024-11-20 0:00,4415,No,Credit Card,178176,469.74,1029,97.26
31664,22223,2020-11-09 0:00,2317,No,Cash,23119,438.09,2792,27.42
31665,12329,2024-02-14 0:00,1256,No,Bank Transfer,146634,186.03,2591,7.98
31666,34175,2023-02-18 0:00,2682,No,Cash,97777,101.84,2410,70.15
31667,43325,2023-11-08 0:00,3817,No,Check,0,428.79,1572,5.71
31668,13778,2022-04-27 0:00,696,No,Cash,154499,406,2930,63.83
31669,2018,2024-12-04 0:00,3169,No,Credit Card,0,326.18,2381,89.64
31670,5553,2020-03-19 0:00,3099,No,Check,0,340.1,1841,19.6
31671,19319,2019-08-19 0:00,4786,No,Cash,158981,83.4,1846,93.85
31672,22112,2024-06-10 0:00,4438,Yes,Check,34413,262.03,1851,51.45
31673,41789,2022-07-08 0:00,1428,Yes,Cash,81576,139.84,972,93.91
31674,20832,2020-04-16 0:00,1852,Yes,Bank Transfer,161974,415.73,414,80.75
31675,5917,2024-05-10 0:00,1226,No,Bank Transfer,0,466.76,709,20.09
31676,49933,2023-09-25 0:00,2872,No,Bank Transfer,128353,273.84,1415,26.34
31677,16191,2021-08-22 0:00,3099,No,Bank Transfer,0,161.41,704,0.73
31678,32547,2020-03-24 0:00,1735,No,Check,9792,359.62,114,9.32
31679,29001,2023-07-26 0:00,4154,No,Bank Transfer,146670,492.06,1940,0.22
31680,45724,2024-01-01 0:00,4191,Yes,Credit Card,91668,438.17,269,70.01
31681,7785,2020-07-09 0:00,4026,No,Cash,51438,346.18,2368,30.25
31682,42567,2022-03-30 0:00,3628,No,Bank Transfer,68485,498.83,1204,39.1
31683,26855,2019-03-10 0:00,3594,No,Cash,71898,389.91,955,10.39
31684,27017,2023-06-17 0:00,1890,Yes,Check,85017,383.27,1298,78.32
31685,5904,2024-11-16 0:00,,Yes,Cash,48085,158.14,901,94.94
31686,2480,2024-07-06 0:00,2363,No,Credit Card,0,421.14,2142,42.18
31687,19533,2023-09-13 0:00,4034,No,Cash,9860,241.45,1275,99.34
31688,42343,2019-05-19 0:00,2186,No,Bank Transfer,0,167.94,581,30.57
31689,14101,2024-11-26 0:00,1761,No,Credit Card,13321,334.27,2881,85.65
31690,2720,2020-08-17 0:00,3610,No,Cash,169029,467.35,1951,27.57
31691,37140,2022-04-17 0:00,787,No,Check,0,412.12,2003,61.51
31692,21474,2023-01-28 0:00,4230,No,Cash,179557,477.81,602,0.64
31693,29863,2022-06-23 0:00,3958,No,Bank Transfer,188602,83.35,1056,32.29
31694,43406,2022-11-22 0:00,3013,No,Check,36463,272.34,995,33.69
31695,17599,2023-05-04 0:00,4509,No,Cash,48917,290.59,894,55.62
31696,46241,2024-09-20 0:00,2958,No,Credit Card,183945,224.19,732,42.05
31697,5271,2024-02-22 0:00,2872,No,Credit Card,0,220.09,2067,3.66
31698,19456,2019-12-13 0:00,4732,No,Cash,75625,403.76,1947,47.6
31699,31058,2019-07-03 0:00,4057,No,Check,156082,79.67,1461,38.91
31700,12643,2021-05-17 0:00,2710,No,Credit Card,89538,404.64,309,69.33
31701,18791,2019-05-18 0:00,2236,No,Check,0,477.43,2231,95.17
31702,27552,2024-03-03 0:00,2275,No,Bank Transfer,60880,81.62,1646,37.91
31703,25310,2022-11-18 0:00,1544,Yes,Cash,0,277.86,2509,32.08
31704,38047,2024-02-22 0:00,1033,Yes,Check,108707,358.07,971,47.44
31705,9770,2023-01-13 0:00,770,Yes,Credit Card,65979,428.14,177,25.42
31706,27953,2021-05-19 0:00,1628,Yes,Cash,102131,479.19,2677,68.14
31707,10452,2022-08-30 0:00,4272,No,Credit Card,111329,91.6,1410,14.29
31708,2537,2025-01-05 0:00,1555,No,Cash,0,493.52,693,99.1
31709,4367,2020-04-26 0:00,1936,No,Cash,0,298.57,1359,38.45
31710,14453,2019-04-22 0:00,1083,No,Bank Transfer,178646,336.26,2160,54.71
31711,38208,2023-05-28 0:00,2387,Yes,Bank Transfer,63438,186.48,105,69.01
31712,43659,2019-10-01 0:00,4449,No,Check,197588,447.18,2254,91.94
31713,47123,2021-02-22 0:00,1787,No,Check,171144,58.64,901,75.93
31714,17749,2021-08-23 0:00,3940,No,Credit Card,0,135.52,448,70.03
31715,45669,2022-07-29 0:00,4016,No,Bank Transfer,40698,192.73,335,7.64
31716,15385,2022-07-24 0:00,832,No,Bank Transfer,57871,306.44,2094,81.7
31717,24247,2021-11-29 0:00,3045,No,Credit Card,91960,82.2,856,98.14
31718,1117,2022-12-16 0:00,4801,No,Check,70108,496.33,1923,65.88
31719,13397,2022-07-02 0:00,966,No,Credit Card,91573,168.99,2130,13.94
31720,21078,2023-05-05 0:00,4726,No,Check,140538,442.73,2080,20.53
31721,27090,2021-12-13 0:00,4641,No,Check,6641,155.74,2444,16.83
31722,37076,2025-01-11 0:00,983,No,Cash,32159,226.92,839,25.46
31723,44692,,4420,No,Bank Transfer,0,351.88,1657,96.99
31724,8897,2024-10-06 0:00,3305,No,Bank Transfer,15177,296.79,420,4.28
31725,2032,2023-12-07 0:00,1571,No,Credit Card,0,407.01,2627,85
31726,4451,2021-11-18 0:00,3590,No,Cash,0,168.35,2603,93.14
31727,44436,2020-04-20 0:00,4701,No,Credit Card,0,202.72,238,90.83
31728,3826,2022-10-23 0:00,922,No,Check,0,201.76,1202,14.6
31729,45785,2021-09-06 0:00,3142,No,Cash,0,307.09,1942,34.87
31730,46198,2021-03-25 0:00,2112,No,Bank Transfer,63170,267.93,2236,61.13
31731,4183,2019-09-10 0:00,1598,No,Cash,0,404.12,976,31.4
31732,27961,2021-11-18 0:00,3700,No,Credit Card,169171,206.85,2823,41.08
31733,17136,2024-02-24 0:00,4999,Yes,Bank Transfer,177259,374.7,1775,47.83
31734,49794,2022-03-24 0:00,3664,No,Bank Transfer,0,223.18,1587,59.94
31735,26810,2020-10-04 0:00,3190,No,Bank Transfer,0,411.95,2871,21.61
31736,8470,2022-08-09 0:00,4712,Yes,Credit Card,126594,349.73,960,63.86
31737,48706,2023-04-29 0:00,2045,No,Bank Transfer,0,306.03,2217,91.95
31738,31237,2020-01-09 0:00,2232,No,Cash,0,343.36,2262,89.5
31739,25136,2021-07-25 0:00,538,No,Check,71170,333.43,1858,96.33
31740,9780,2025-02-12 0:00,4215,Yes,Bank Transfer,94848,279.86,1932,21.08
31741,7897,2023-10-08 0:00,3314,No,Bank Transfer,12848,440.1,631,36.34
31742,34665,2023-02-23 0:00,3403,No,Bank Transfer,136591,488.48,817,19.7
31743,11455,2020-02-26 0:00,1561,No,Cash,0,351.75,2071,0.16
31744,10826,2024-04-29 0:00,2472,Yes,Check,74666,207.97,2523,35.33
31745,21506,2024-08-03 0:00,1330,No,Credit Card,168524,303.91,2686,12.79
31746,28605,2019-07-10 0:00,682,Yes,Credit Card,0,203.12,237,59.58
31747,18258,2024-08-20 0:00,1791,No,Cash,154253,404.29,111,39.54
